name1	name2	scaf_num	mean_popANI	mean_conANI	sum_pop_sites	sum_con_sites	pMA	sd_popANI	sd_conANI	median_popANI	median_conANI	watershed.1	watershed.2	watershed_diff	SNV_mbp.1	SNV_mbp.2	flowConnected	flowDistTotal	flowDistNet	FlowConnection	mean_pi.1	median_pi.1	mean_pi.2	median_pi.2	pi_diff_mean	pi_avg_mean	pi_avg_median
PH2015_01D	PH2017_07_MST_O_A	175	0.9994801997607097	0.9952875103465283	2937	29042	0.8988706011982646	6.872727120385904e-4	0.0026045550882971553	0.999701160042381	0.9958587649375432	17	885	868	8075.783024598201	10243.934082417885	NA	330709.3326965342	52697.70251857178	No	0.003438045670773367	0.00216288169885126	0.0031848238670257284	0.0019163563067149943	2.532218037476384e-4	0.0033114347688995476	0.0020396190027831274
PH2015_01D	PH2017_08_TRC_O_A	174	0.9972527478402955	0.9939319062541914	15847	36042	0.5603185172853893	0.002200129615716598	0.0035916332538525656	0.997642586741155	0.9945211204083629	17	4.6	12.4	8075.783024598201	7166.009310035549	NA	331096.20361270703	53084.57343474458	No	0.003438045670773367	0.00216288169885126	7.731226757292719e-4	5.477335379542869e-4	0.002664922995044095	0.0021055841732513193	0.0013553076184027735
PH2015_01D	PH2017_09_SFU_O_A	172	0.9981925983650176	0.994754666305157	10756	31597	0.6595879355635028	0.0017907838388422465	0.0030592317540467603	0.9986546604577458	0.9952127211799515	17	1392	1375	8075.783024598201	6189.222210487434	down	-101725.13905565933	-101725.13905565934	Yes	0.003438045670773367	0.00216288169885126	7.18037513685739e-4	5.35364367560187e-4	0.002720008157087628	0.002078041592229553	0.0013491230332057236
PH2015_01D	PH2017_13_LAR_U_A	175	0.997552050227024	0.9941724531868626	12867	32979	0.6098426271263531	0.0029051540262141173	0.004125582446735588	0.9981708201368844	0.9949187189720629	17	228	211	8075.783024598201	6217.099778641386	NA	-145705.8902439726	-145560.04074340896	No	0.003438045670773367	0.00216288169885126	8.282165200609367e-4	6.380786332518262e-4	0.00260982915071243	0.0021331310954171515	0.0014004801660515431
PH2015_01D	PH2017_14_LAR_D_A	174	0.9976907475787945	0.9943893172961134	12446	32426	0.6161722074878184	0.002662427173261084	0.0036343520536142866	0.9982347965334983	0.9949839344804718	17	228	211	8075.783024598201	6019.678346474211	NA	-145705.8902439726	-145560.04074340896	No	0.003438045670773367	0.00216288169885126	9.8441765914894e-4	8.064373167943617e-4	0.0024536280116244265	0.0022112316649611535	0.0014846595078228109
PH2015_01D	PH2017_15_JOR_U_A	175	0.9984182654872112	0.9945527625247337	9469	32577	0.7093348067655094	0.0013895880823081074	0.003283999598143731	0.9986288020559344	0.9952977727396772	17	12.2	4.800000000000001	8075.783024598201	4613.871556249159	NA	-159405.36400902597	-158696.12687841963	No	0.003438045670773367	0.00216288169885126	9.953103523772703e-4	6.139172589275654e-4	0.0024427353183960965	0.0022166780115753185	0.0013883994788894127
PH2015_01D	PH2017_16_JOR_D_A	179	0.998341422666443	0.9954049619844936	10723	30248	0.6454972229568897	0.0014479033961707817	0.002460116829927055	0.9985492340909556	0.9958196036000592	17	12.2	4.800000000000001	8075.783024598201	3017.4786991254487	NA	-159405.36400902597	-158696.12687841963	No	0.003438045670773367	0.00216288169885126	6.741556312122267e-4	5.762779663688322e-4	0.00276389003956114	0.002056100650992797	0.0013695798326100461
PH2015_01D	PH2017_17_BER_D_A	176	0.9989933675767004	0.9947635180248027	6561	33805	0.805916284573288	0.0010423455758084093	0.0029085433593856813	0.9992127791487668	0.9952600503018028	17	22	5	8075.783024598201	7051.952528790291	NA	-152317.88711665332	-151714.43557299458	No	0.003438045670773367	0.00216288169885126	0.0016685211484845153	7.720342004932101e-4	0.0017695245222888515	0.002553283409628941	0.001467457949672235
PH2015_01D	PH2017_18_LLB_O_A	179	0.9980995396476265	0.9949984965995436	12144	32301	0.6240364075415622	0.0015643795193259927	0.0026882917413493276	0.9983993804053182	0.9954957734312334	17	34.5	17.5	8075.783024598201	5840.350528253111	NA	-233149.64720444937	-130924.19911341193	No	0.003438045670773367	0.00216288169885126	6.354230497869655e-4	5.039305340618361e-4	0.0028026226209864015	0.002036734360280166	0.001333406116456548
PH2015_01D	PH2017_19_SFW_U_A	180	0.9997948288455863	0.9967077530517988	1484	22392	0.9337263308324402	3.737219560226704e-4	0.0016313663861414552	0.9999352252480306	0.9968532771770995	17	150	133	8075.783024598201	6872.892764109132	down	-3111.9423560411983	-3111.942356041225	Yes	0.003438045670773367	0.00216288169885126	0.0013237440195671825	7.129389171799394e-4	0.0021143016512061843	0.0023808948451702746	0.0014379103080155997
PH2015_01D	PH2017_20_SFW_D_A	180	0.9994421821447841	0.9964827080795613	3583	23279	0.8460844537995619	7.109759432722502e-4	0.0017624379965342047	0.999647404892131	0.9966673555519066	17	150	133	8075.783024598201	6083.877169290286	down	-3111.9423560411983	-3111.942356041225	Yes	0.003438045670773367	0.00216288169885126	8.664155231124144e-4	6.716080823127023e-4	0.002571630147660952	0.0021522305969428907	0.0014172448905819812
PH2015_01D	PH2017_24_DOB_U_A	179	0.9984434223243357	0.9956134876626977	9784	28248	0.6536391956952705	0.0013851645879468862	0.002307762204993827	0.9986926362947479	0.9958761732380436	17	96	79	8075.783024598201	3378.5468174271255	NA	-184748.9940532466	-93262.63612471588	No	0.003438045670773367	0.00216288169885126	7.14508473189234e-4	6.349271928888234e-4	0.002723537197584133	0.0020762770719813003	0.0013989044458700417
PH2015_01D	PH2017_25_DOB_D_A	179	0.9984374082741949	0.9956014168181276	9774	28280	0.6543847241867045	0.0014431961835317368	0.002368684087482756	0.9987051025127176	0.9958666031258206	17	96	79	8075.783024598201	3378.5468174271255	NA	-184748.9940532466	-93262.63612471588	No	0.003438045670773367	0.00216288169885126	0.00072579928002699265	6.432494391566124e-4	0.0027122463907463742	0.0020819224754001797	0.0014030655690039362
PH2015_01D	PH2017_26_ELK_O_A	175	0.9975627247567322	0.9941860626533909	12620	32557	0.6123721473108701	0.00299034659498621	0.004258469322148715	0.99824342341961	0.9950865034006569	17	1590	1573	8075.783024598201	6399.510212571819	down	-118647.5752108178	-118647.57521081783	Yes	0.003438045670773367	0.00216288169885126	8.630453635281545e-4	6.446663628925098e-4	0.0025750003072452124	0.002150545517150761	0.001403774030871885
PH2015_01D	PH2017_28_MFU_U_A	173	0.9967666185759942	0.9933442017004517	19698	40208	0.5100974930362117	0.0022126394970732677	0.0035057405273048346	0.9971540041841792	0.9939954157037926	17	531	514	8075.783024598201	6978.10377853631	NA	318127.1516762489	40115.52149828634	No	0.003438045670773367	0.00216288169885126	7.34521753133972e-4	5.359174471253336e-4	0.002703523917639395	0.002086283711953669	0.0013493995729882968
PH2015_01D	PH2017_29_MFU_D_A	176	0.9971584076114295	0.993752775981976	16256	36894	0.5593863500840245	0.0025427519557547655	0.003568656025252768	0.9977038221576418	0.994409771966998	17	531	514	8075.783024598201	6548.4139540095175	NA	318127.1516762489	40115.52149828634	No	0.003438045670773367	0.00216288169885126	9.199288237487719e-4	6.770981682671097e-4	0.002518116847024595	0.0021789872472610695	0.0014199899335591848
PH2015_01D	PH2017_30_WIL_O_A	174	0.9968636984486178	0.9934188143431264	18313	38681	0.5265634290737055	0.0022211706342691777	0.0035622230794739814	0.9972601566532999	0.9941312244307206	17	80	63	8075.783024598201	6736.721565818671	NA	312436.1139606861	34424.483782723575	No	0.003438045670773367	0.00216288169885126	8.740630606560504e-4	6.627836409316412e-4	0.0025639826101173163	0.0021560543657147086	0.0014128326698914506
PH2015_01D	PH2017_31_RDM_U_A	179	0.99822407907622	0.9951072302284021	10546	29993	0.6483846230787184	0.001808041346073587	0.003252726050446625	0.998563008217528	0.995543518757344	17	31	14	8075.783024598201	5786.73982026474	NA	-46891.147659891634	-45772.049696285394	No	0.003438045670773367	0.00216288169885126	9.162449163863644e-4	7.688567384711575e-4	0.0025218007543870023	0.0021771452935798654	0.0014658692186612088
PH2015_01D	PH2017_32_RDM_D_A	179	0.9981673236675571	0.9950534042359843	10958	30460	0.6402495075508864	0.0018314119578237656	0.0032886785632530446	0.9985491546407708	0.9954946695654452	17	31	14	8075.783024598201	5906.1576723088365	NA	-46891.147659891634	-45772.049696285394	No	0.003438045670773367	0.00216288169885126	6.444236686652801e-4	5.03346029397278e-4	0.0027936220021080867	0.0020412346697193237	0.001333113864124269
PH2015_01D	PH2017_33_LGB_O_A	172	0.9982750505336971	0.9948507766815549	10322	30881	0.6657491661539459	0.0016874645055096834	0.0030021843824931376	0.9987009632977231	0.9953366492451402	17	642	625	8075.783024598201	6050.504503567525	down	-30453.48677490831	-30453.48677490832	Yes	0.003438045670773367	0.00216288169885126	6.542725125928012e-4	4.795340888294475e-4	0.0027837731581805657	0.002046159091683084	0.0013212078938403538
PH2015_01D	PH2017_34_RAT_O_A	177	0.998336744188373	0.9939911718844965	10476	36735	0.714822376480196	0.0010901749035621075	0.0029374987336816152	0.9985395631297478	0.9946432181119872	17	50	33	8075.783024598201	5193.939416683331	NA	-27521.6083914449	-11541.84205886093	No	0.003438045670773367	0.00216288169885126	0.0015132950969406558	8.700498392884004e-4	0.001924750573832711	0.0024756703838570114	0.0015164657690698302
PH2015_01D	PH2017_35_SFW_U_B	180	0.9997513747153741	0.9965634962518187	1735	23156	0.9250734150975989	3.7877302975339934e-4	0.0017406975798554987	0.9998783783978675	0.9967453885660176	17	150	133	8075.783024598201	5010.4567685931315	down	-3111.9423560411983	-3111.942356041225	Yes	0.003438045670773367	0.00216288169885126	0.0010013698621580804	6.188649929220746e-4	0.0024366758086152864	0.002219707766465724	0.0013908733458866673
PH2015_01D	PH2017_36_ELK_O_B	175	0.9974889415688782	0.9940900572053825	12946	33021	0.607946458314406	0.0030938854472019675	0.004426531253910163	0.9982753310748383	0.995079521900002	17	1590	1573	8075.783024598201	6489.978282302194	down	-118647.5752108178	-118647.57521081783	Yes	0.003438045670773367	0.00216288169885126	7.244337955263404e-4	5.313370643746929e-4	0.0027136118752470262	0.0020812397331498537	0.0013471093816129764
PH2015_01D	PH2017_37_MFU_D_B	176	0.997178866691782	0.9938156262929577	16147	36449	0.5569974484896705	0.002486518159466383	0.0035167676052856567	0.9976994248347288	0.9944728158667338	17	531	514	8075.783024598201	6554.177105118268	NA	318127.1516762489	40115.52149828634	No	0.003438045670773367	0.00216288169885126	7.054306433993729e-4	4.933219013643075e-4	0.002732615027373994	0.00207173815708637	0.0013281018001077838
PH2015_01D	PH2017_38_RDM_U_B	179	0.9981990399572296	0.9950505226525852	10769	30399	0.6457449258199283	0.0018140801689172615	0.003308301594175262	0.9985451274997356	0.9955162829723636	17	31	14	8075.783024598201	5879.21829154468	NA	-46891.147659891634	-45772.049696285394	No	0.003438045670773367	0.00216288169885126	8.434402467557119e-4	6.688981093176949e-4	0.002594605424017655	0.0021407429587645393	0.0014158899040844775
PH2015_01D	PH2017_39_LGB_O_B	172	0.9982997100119657	0.9948963324776338	10142	30635	0.6689407540394974	0.0016950632141664978	0.0029708945728719213	0.998727360676932	0.9953429712754528	17	642	625	8075.783024598201	6006.275669477119	down	-30453.48677490831	-30453.48677490832	Yes	0.003438045670773367	0.00216288169885126	7.247487254215466e-4	5.516293265012129e-4	0.0027132969453518203	0.002081397198097457	0.0013572555126762365
PH2015_01D	PH2017_40_RAT_O_B	180	0.9982712635680417	0.9940236629417211	11008	37590	0.7071561585528066	0.0011608899004570137	0.002963681542256678	0.9985041380268145	0.9945948371893226	17	50	33	8075.783024598201	5240.580732633213	NA	-27521.6083914449	-11541.84205886093	No	0.003438045670773367	0.00216288169885126	0.0013779795586057143	6.61660508772921e-4	0.0020600661121676525	0.0024080126146895408	0.0014122711038120905
PH2015_01U	PH2015_02D	175	0.9966676050408396	0.9951205790145161	18893	27122	0.3034068284049849	0.0021139231936326292	0.003493520221384863	0.9971331508106016	0.9958460979282412	17	527	510	3867.744527821009	4631.026982805438	down	-26589.047995134686	-26589.047995134693	Yes	0.0011671214784061672	6.635927663737329e-4	8.928576881552358e-4	5.069431042511452e-4	2.742637902509315e-4	0.0010299895832807016	5.85267935312439e-4
PH2015_01U	PH2015_02U	174	0.9964234206499302	0.9943657397147545	20155	31631	0.3628086370965192	0.0024667416629054607	0.0032067152244696874	0.9968685459788067	0.9950788125362805	17	527	510	3867.744527821009	5062.995262421735	down	-26580.8544414708	-26580.854441470816	Yes	0.0011671214784061672	6.635927663737329e-4	0.0010778617559200198	5.915888991111505e-4	8.925972248614747e-5	0.0011224916171630934	6.275908327424418e-4
PH2015_01U	PH2015_03D	174	0.9966202399268025	0.993847147357374	17517	33976	0.4844301860136567	0.0032212824607738885	0.0036322209024263973	0.9974365780929502	0.9946354463085796	17	39	22	3867.744527821009	8087.309326815701	NA	-26717.494656946255	-26142.908970847784	No	0.0011671214784061672	6.635927663737329e-4	0.0017876090063136917	8.699427461041909e-4	6.204875279075244e-4	0.0014773652423599294	7.667677562389619e-4
PH2015_01U	PH2015_03U	174	0.9960718511754681	0.993656401044464	20896	34642	0.39680157034813235	0.0032756167748039643	0.004055503755551619	0.9966998710545125	0.9946764528552621	17	39	22	3867.744527821009	8032.492377897592	NA	-26818.498257238218	-26041.905370555818	No	0.0011671214784061672	6.635927663737329e-4	0.001776672552802273	7.73047936047655e-4	6.095510743961057e-4	0.00147189701560422	7.183203512106939e-4
PH2015_01U	PH2015_04D	174	0.9953370001032009	0.9935256537800738	25146	35513	0.29192126826795817	0.0035174625021100166	0.00405642238574641	0.9960858209145458	0.9945041387041481	17	39	22	3867.744527821009	7096.985523500522	NA	-26514.47792149361	-26345.925706300448	No	0.0011671214784061672	6.635927663737329e-4	0.0013993020124908498	5.744529673931686e-4	2.3218053408468253e-4	0.0012832117454485085	6.190228668834508e-4
PH2015_01U	PH2015_04U	174	0.9958311178708587	0.9935894999160069	22405	35323	0.3657107267219658	0.0033803148247175986	0.004104176764056716	0.996520889319952	0.9945137693176338	17	39	22	3867.744527821009	7159.307971537003	NA	-26564.477921493068	-26295.92570630097	No	0.0011671214784061672	6.635927663737329e-4	0.0015851020314393608	6.901888110691923e-4	4.1798055303319355e-4	0.001376111754922764	6.768907887214626e-4
PH2015_01U	PH2015_05S	172	0.9960257094294607	0.994905698569464	22501	28212	0.20243158939458383	0.002432835996409174	0.003087169522309066	0.9965638528142537	0.9956364983561992	17	653	636	3867.744527821009	5573.771282780937	down	-33876.43386239568	-33876.4338623957	Yes	0.0011671214784061672	6.635927663737329e-4	9.317060768989822e-4	7.199860290362237e-4	2.3541540150718502e-4	0.0010494137776525746	6.917893977049783e-4
PH2015_01U	PH2015_09S	174	0.9947426208804048	0.9936619338008623	29455	34981	0.15797147022669444	0.003270578388160684	0.0034747449117607594	0.9952008228292684	0.994348220872669	17	531	514	3867.744527821009	6781.352480218989	NA	318004.9902822745	39970.82873635678	No	0.0011671214784061672	6.635927663737329e-4	6.607075728846282e-4	4.7589261252600773e-4	5.064139055215391e-4	9.139145256453977e-4	5.697426894498703e-4
PH2015_01U	PH2015_10S	178	0.9973744819101916	0.9944665676775022	14663	31402	0.5330552194127762	0.002081494422637491	0.003356444096890084	0.9977686838784687	0.99498086947315	17	951	934	3867.744527821009	8134.218696305526	NA	316182.01224855206	38147.850702634314	No	0.0011671214784061672	6.635927663737329e-4	0.0022978373827638667	0.0011236436380063222	0.0011307159043576994	0.001732479430585017	8.936182021900275e-4
PH2015_01U	PH2015_11S	179	0.9967648240423151	0.995921886980545	19538	24291	0.1956691778848133	0.0018920778629726662	0.0023258790738235947	0.9970862231706816	0.9963447672835172	17	96	79	3867.744527821009	2996.8385765499256	NA	-184750.25973722426	-93283.90180869351	No	0.0011671214784061672	6.635927663737329e-4	5.428445305011195e-4	4.5945273863301495e-4	6.242769479050477e-4	8.549830044536433e-4	5.615227525033739e-4
PH2015_01U	PH2015_12D	180	0.9967835661792162	0.9960020683931552	20133	24531	0.17928335575394394	0.0015705343298470424	0.0018323829672289738	0.996925539696459	0.9961867967119138	17	160	143	3867.744527821009	586.2330918528343	NA	-177414.1121985712	-100620.04934734655	No	0.0011671214784061672	6.635927663737329e-4	5.437183798160603e-4	5.03035249971695e-4	6.234030985901069e-4	8.554199291111138e-4	5.83314008172714e-4
PH2015_01U	PH2015_12U	180	0.9967830520952912	0.996002368641848	20138	24531	0.17907953202070848	0.0015704049897351468	0.0018312990864233767	0.996925539696459	0.9961867967119138	17	160	143	3867.744527821009	578.4595391945205	NA	-177424.11219857118	-100610.04934734656	No	0.0011671214784061672	6.635927663737329e-4	4.536056252223287e-4	4.27556446954358e-4	7.135158531838385e-4	8.10363551814248e-4	5.455746066640454e-4
PH2015_01U	PH2017_01_SCD_O_A	173	0.9953484066035353	0.9941597058592534	27167	33386	0.18627568441861864	0.002615037023008475	0.0029856569812329982	0.995804872801592	0.9947345951330582	17	527	510	3867.744527821009	6782.692747918698	down	-26589.047995134686	-26589.047995134693	Yes	0.0011671214784061672	6.635927663737329e-4	9.674372778700483e-4	7.854147767468732e-4	1.9968420053611895e-4	0.0010672793781381078	7.245037715603031e-4
PH2015_01U	PH2017_02_FOX_O_A	179	0.9966437924807797	0.9953647013620145	20413	28515	0.28413115903910224	0.0019571834587237985	0.002343191670450894	0.9969721437222446	0.9956572260237796	17	2.8	14.2	3867.744527821009	6469.874266806555	NA	-3166.3758064430717	-3040.040273594088	No	0.0011671214784061672	6.635927663737329e-4	0.0011720472452992456	8.111671219027673e-4	4.925766893078363e-6	0.0011695843618527064	7.3737994413825e-4
PH2015_01U	PH2017_03_ELD_O_A	180	0.9999767102552793	0.9980543662617161	149	12171	0.9877577848985293	1.0269542616569136e-4	0.001315460689885998	1	0.998148082908578	17	17	0	3867.744527821009	9140.491685247245	up	29.999999999991815	30	Yes	0.0011671214784061672	6.635927663737329e-4	0.0033319350594453795	0.0020053828645116845	0.002164813581039212	0.0022495282689257733	0.0013344878154427087
PH2015_01U	PH2017_04_SCI_O_A	180	0.9999722920161849	0.9965845297670405	158	22283	0.9929093928106628	1.4235223404506753e-4	0.001655456615304878	1	0.9966385242940536	17	114	97	3867.744527821009	8622.478219309613	NA	2293.492760679105	2020.2931898036622	No	0.0011671214784061672	6.635927663737329e-4	0.0031846605568927274	0.001728746741687548	0.00201753907848656	0.002175891017649447	0.0011961697540306404
PH2015_01U	PH2017_05_CCC_O_A	174	0.9961379139443247	0.9936938659771319	20545	34913	0.4115372497350557	0.0032957477864270046	0.003981066534230927	0.9968655459919729	0.994595843687738	17	39	22	3867.744527821009	7356.863430474149	NA	-26490.45517477784	-26369.9484530162	No	0.0011671214784061672	6.635927663737329e-4	0.001855144467585997	0.0010181504575020872	6.880229891798298e-4	0.0015111329729960822	8.4087161193791e-4
PH2015_01U	PH2017_06_SFM_O_A	178	0.9981278862476278	0.9954130990576655	10298	26490	0.6112495281238204	0.0020094757193604537	0.0028866189815348496	0.998543396491347	0.995813102185992	17	40	23	3867.744527821009	8801.806037530712	NA	15230.115563435102	14956.91599255969	No	0.0011671214784061672	6.635927663737329e-4	0.0023895842177167055	0.001294348070417617	0.0012224627393105383	0.0017783528480614364	9.789704183956749e-4
PH2015_01U	PH2017_07_MST_O_A	175	0.9984319213351085	0.9947928124349067	8769	30089	0.7085645917112566	0.0019951604342644726	0.0030407756766513594	0.998814862267777	0.9953469114138686	17	885	868	3867.744527821009	10243.934082417885	NA	330720.59838051186	52686.43683459415	No	0.0011671214784061672	6.635927663737329e-4	0.0031848238670257284	0.0019163563067149943	0.002017702388619561	0.002175972672715948	0.0012899745365443636
